"","product_id","title","author","date","ver.purchase","format","stars","comments","helpful","rver_url","rver_id"
"1","B01GTP417C","Sleep zero gravity style!","MariaChaChaCha",2018-09-03,1,"
      RastaPackage Type: Standard Packaging",5,"Love it. Set up and tear down is simple. So comfortable and perfect for 1 or 2",NA,"https://www.amazon.com/gp/profile/amzn1.account.AGWYVDXXIAGHG3I2XGSFULHHESJQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AGWYVDXXIAGHG3I2XGSFULHHESJQ"
"2","B01GTP417C","Best hammock EVER!","Kim N.",2018-08-31,1,"
      *Red/CharcoalPackage Type: Standard Packaging",5,"What's not to love about this portable, easy to hang hammock. It's so much fun.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AE5V56X3JXJ5VBETN3LMUKD4A2TQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AE5V56X3JXJ5VBETN3LMUKD4A2TQ"
"3","B01GTP417C","Easy to setup but ripped easily","NWDad206",2018-08-29,1,"
      RastaPackage Type: Standard Packaging",2,"Brand new hammock, used it for the first time while camping. It was fine until I accidentally scraped the ground and the whole thing ripped in half. I know it's thin but i didn't think it would rip this easily.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AENT6AHZ24DZ3ABMBK7GUVCTTX4Q/ref=cm_cr_arp_d_pdp?ie=UTF8","AENT6AHZ24DZ3ABMBK7GUVCTTX4Q"
"4","B01GTP417C","Great product","Kathleen B Hansen",2018-08-24,1,"
      RastaPackage Type: Standard Packaging",5,"Love this hammock, we use it all the time!",NA,"https://www.amazon.com/gp/profile/amzn1.account.AGYBTMMVF5ZQPO5442DCDHQP6AUQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AGYBTMMVF5ZQPO5442DCDHQP6AUQ"
"5","B01GTP417C","Held up to the greatest challenge.. children","Yaulynk",2018-08-21,1,"
      Navy/OlivePackage Type: Frustration-Free Packaging",5,"I ordered this over the winter and didn't get to use it till spring.  I am a large person and this held me well.  It said it would so that isn't what this review is about.It held up to children leaping into it.  Swinging with 4 of them in it, rocking like a hurricane.  I cringed each time I saw their rough use and guess what.  This thing held up to the level of use/abuse. Not a nick or mark no raveling of any stitching.I would buy this again and recommend it to anyone.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AE377NBELECNP3M5NDFGZFKP2JUA/ref=cm_cr_arp_d_pdp?ie=UTF8","AE377NBELECNP3M5NDFGZFKP2JUA"
"6","B01GTP417C","One Love.","Samantha",2018-08-20,1,"
      RastaPackage Type: Standard Packaging",5,"What a STEAL!One Love.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AFURMMWSQQG4BAKDK5U5VXNWWMRQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AFURMMWSQQG4BAKDK5U5VXNWWMRQ"
"7","B01GTP417C","perfect for college dorm room","Jeanne Condol",2018-08-20,1,"
      *Red/CharcoalPackage Type: Standard Packaging",5,"Lightweight, easy to transport and assemble.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AG6J2Q3B6MEKIYODRMW746H35YCQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AG6J2Q3B6MEKIYODRMW746H35YCQ"
"8","B01GTP417C","Rip Off","Amazon Customer",2018-08-19,0,"
      Purple/TealPackage Type: Standard Packaging",1,"Not that ENO is bad or failed me, but there are much better hammock vendors out there that have larger/more comfortable hammocks for like 1/2 the price....",NA,"https://www.amazon.com/gp/profile/amzn1.account.AFG3VOWPL53QOR6MBQK2JIJO2DMA/ref=cm_cr_arp_d_pdp?ie=UTF8","AFG3VOWPL53QOR6MBQK2JIJO2DMA"
"9","B01GTP417C","Too big for one person","AmazonShopper",2018-08-19,0,"
      Seafoam/GreyPackage Type: Standard Packaging",4,"I chose this hammock based on all of the positive reviews and the repeated advice that the DoubleNest is suitable for use by one person. I'm 5'11"" and slim and felt like I was drowning in all of the fabric. The burrito effect was too strong for my preferences so I replaced this hammock with a smaller ENO Sub7 Hammock and couldn't be happier.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AEQTYCLS6J35R5IHWCYAA5EYDK2Q/ref=cm_cr_arp_d_pdp?ie=UTF8","AEQTYCLS6J35R5IHWCYAA5EYDK2Q"
"10","B01GTP417C","I love it!","Eva",2018-08-17,1,"
      Lavender/VioletPackage Type: Standard Packaging",4,"Got a different color than what I ordered but it’s fine with me because I got it on Amazon deal it’s so nice to sit in extra spacious but it did have a weird smell oh well.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AFVNIULEY6O7VXJL5ZALXIL43ZHQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AFVNIULEY6O7VXJL5ZALXIL43ZHQ"
"11","B01GTP417C","Durable. Comfy. Great purchase.","SheaFam",2018-08-17,1,"
      RastaPackage Type: Standard Packaging",5,"Bought this little gem on the treasure truck for future camping excursions. Right now, it’s hanging in our backyard.I had never used this type of hammock before and it took a few minutes to set everything up. Overall it is easy to use, holds up well, super comfortable and compact.An added plus or minus, depending on your situation, it was easy to clean up after my 2year old peed in it. The liquid pooled in one spot and didn’t soak through. Maybe it would have if I let it sit long enough but I was able to clean it quickly without a doggy mess afterwards. Dried fast, too.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AEVTXCHGITEURK4B23IC5QLMF4AA/ref=cm_cr_arp_d_pdp?ie=UTF8","AEVTXCHGITEURK4B23IC5QLMF4AA"
"12","B01GTP417C","No cords","Jim Frankland",2018-08-08,1,"
      Grey/Green/BluePackage Type: Standard Packaging",3,"Disappointed it didn’t come with cords to make hanging easy.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AEO5LYR6BTMHZQK4DLMWNU7QPTEQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AEO5LYR6BTMHZQK4DLMWNU7QPTEQ"
"13","B01GTP417C","BROKEN- rip in middle","Stephen Goodloe",2018-08-07,1,"
      Royal/LimePackage Type: Standard Packaging",1,"I love this type of hammock- this one broke soon after purchase with normal use",NA,"https://www.amazon.com/gp/profile/amzn1.account.AFRXJBH423YTG5MY2UECBMEGGFQA/ref=cm_cr_arp_d_pdp?ie=UTF8","AFRXJBH423YTG5MY2UECBMEGGFQA"
"14","B01GTP417C","Buy it, use it, change your relationship to outside.","Rotrow",2018-08-05,1,"
      Orange/GreyPackage Type: Frustration-Free Packaging",5,"I love my Eno.  So enjoyable either out on a trail or in my backyard and small enough to bring anywhere.  Great quality and comfort.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AHLWS67TJTNQD4KMNLZE3DWISREA/ref=cm_cr_arp_d_pdp?ie=UTF8","AHLWS67TJTNQD4KMNLZE3DWISREA"
"15","B01GTP417C","Perfect hammock","wanderlust1",2018-08-04,1,"
      Seafoam/GreyPackage Type: Standard Packaging",5,"Great hammock - superior quality and function.  I recommend getting the heavy duty extension straps to use with it.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AE6YHZ7W34MYY725NHAE7BZP4EWQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AE6YHZ7W34MYY725NHAE7BZP4EWQ"
"16","B01GTP417C","Best sleep","Bird",2018-08-04,1,"
      Black/BlackPackage Type: Standard Packaging",5,"What have I done!? I always 10-15 minuets early for work and now Im afraid I'll be late everyday! I purchased this hammock and a seperate stand for use as my full time bed and I have never slept so soundly in my life! I understand that a hammock would not make a good bed for everyone but if youre thinking about it I would go for it.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AF5EFXECGL6OWIBG2Y5USU5G6IXA/ref=cm_cr_arp_d_pdp?ie=UTF8","AF5EFXECGL6OWIBG2Y5USU5G6IXA"
"17","B01GTP417C","Comfortable. Large to accomodate bigger people.","Amazon Customer",2018-08-03,1,"
      RastaPackage Type: Standard Packaging",5,"330 and still room.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AE3XOW7NC4EEWJJHD6HDO7JRMLFA/ref=cm_cr_arp_d_pdp?ie=UTF8","AE3XOW7NC4EEWJJHD6HDO7JRMLFA"
"18","B01GTP417C","Go with the double","Andrew",2018-08-03,1,"
      Grey/Green/BluePackage Type: Standard Packaging",5,"Love it! Bought the single for my first and just got the double- should have bought it first!",NA,"https://www.amazon.com/gp/profile/amzn1.account.AG5YGMEZZ64M337HMVKF6LCBWSQA/ref=cm_cr_arp_d_pdp?ie=UTF8","AG5YGMEZZ64M337HMVKF6LCBWSQA"
"19","B01GTP417C","Way better than single","Caleb",2018-08-01,1,"
      Khaki/OlivePackage Type: Frustration-Free Packaging",5,"Very comfy and roomy for 1 snug for 2",NA,"https://www.amazon.com/gp/profile/amzn1.account.AFPSQVYFJIJWLRCQKCJAK3NTIT4Q/ref=cm_cr_arp_d_pdp?ie=UTF8","AFPSQVYFJIJWLRCQKCJAK3NTIT4Q"
"20","B01GTP417C","Exactly what you’d expect","AllDay",2018-07-29,1,"
      Rasta Limited EditionPackage Type: Standard Packaging",5,"Awesome!",NA,"https://www.amazon.com/gp/profile/amzn1.account.AGZWWZ5KLRPQGAMZDEKC5CNB3ZLA/ref=cm_cr_arp_d_pdp?ie=UTF8","AGZWWZ5KLRPQGAMZDEKC5CNB3ZLA"
"21","B01GTP417C","Five Stars","Kathy Secrest",2018-07-29,0,"
      *Red/CharcoalPackage Type: Frustration-Free Packaging",5,"This was a great. Temp was 63 last night and did not feel cold.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AEROBHPN7BIFDVOKUFMGIDXLXJBQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AEROBHPN7BIFDVOKUFMGIDXLXJBQ"
"22","B01GTP417C","Best hammock","Jeffrey",2018-07-28,1,"
      *Red/CharcoalPackage Type: Standard Packaging",5,"Well made product arrived when expected. You can’t beat ENO",NA,"https://www.amazon.com/gp/profile/amzn1.account.AEZ6EFA36VABFN4M6ASA3TWKDSPQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AEZ6EFA36VABFN4M6ASA3TWKDSPQ"
"23","B01GTP417C","Why didn't I get one sooner","John Schultz",2018-07-28,1,"
      RastaPackage Type: Standard Packaging",5,"Super comfy and super easy to set up.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AEBG5BOYB4OKUN7ITMBQD7RSKNDQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AEBG5BOYB4OKUN7ITMBQD7RSKNDQ"
"24","B01GTP417C","Five Stars","Jonathan Harris",2018-07-27,1,"
      Charcoal/RoyalPackage Type: Standard Packaging",5,"Perfect for lounging in the yard - or anywhere eelse for that matter.  I highly recomend",NA,"https://www.amazon.com/gp/profile/amzn1.account.AGYTT2SP6563MS55UODHN5JF64TA/ref=cm_cr_arp_d_pdp?ie=UTF8","AGYTT2SP6563MS55UODHN5JF64TA"
"25","B01GTP417C","Perfect ENO Quality!","Survival Hiker",2018-07-26,1,"
      Olive/OlivePackage Type: Frustration-Free Packaging",5,"Love ENO products have been using them for years. I picked this one up as a replacement to another brand that fell apart after heavy use. I like the double width and it closes up on me which I like no need for a bug net when it does that. I recommend the ENO diaper to avoid CBS in the cold though.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AGB54R3OTKUOQSEPAKZVN52DUD6A/ref=cm_cr_arp_d_pdp?ie=UTF8","AGB54R3OTKUOQSEPAKZVN52DUD6A"
"26","B01GTP417C","Great camping purchase!","2wheelsSF",2018-07-25,1,"
      Sapphire/YellowPackage Type: Frustration-Free Packaging",5,"Great hammock, super durable and easy toSet up!",NA,"https://www.amazon.com/gp/profile/amzn1.account.AG2MZICV2636LGBL7JUTAOBDUHKA/ref=cm_cr_arp_d_pdp?ie=UTF8","AG2MZICV2636LGBL7JUTAOBDUHKA"
"27","B01GTP417C","awesome","denice",2018-07-22,1,"
      RastaPackage Type: Standard Packaging",5,"awesome",NA,"https://www.amazon.com/gp/profile/amzn1.account.AFMDBBKQPX75U4CQLQZ4YTPFGX4Q/ref=cm_cr_arp_d_pdp?ie=UTF8","AFMDBBKQPX75U4CQLQZ4YTPFGX4Q"
"28","B01GTP417C","ONE LOVE!!","adam f.",2018-07-21,1,"
      RastaPackage Type: Standard Packaging",5,"It is Eno and Rasta colors enough said! OK one more thing, ONE LOVE!!!",NA,"https://www.amazon.com/gp/profile/amzn1.account.AEKMDKIRVN6ZC24XTHRGLBPZ2I3Q/ref=cm_cr_arp_d_pdp?ie=UTF8","AEKMDKIRVN6ZC24XTHRGLBPZ2I3Q"
"29","B01GTP417C","Tight for Two, Supplemental Stitching Suspect","Amazon Customer",2018-07-21,1,"
      RastaPackage Type: Standard Packaging",3,"The hammock itself seems well enough constructed, and I've been getting a fair bit of use out of it after I grabbed it on a Treasure Truck deal*, but I have two issues with it.1) I think it's quite a stretch to call this a two person hammock.  It may be larger than their regular single, but having two in this won't be relaxing unless you enjoy being pinned together.2) The second time I used it, the stitching holding the quick release strap to the bottom of the stuff sack portion tore halfway off when snagged on .... a leaf.  I'm going to go out on a limb (pun intended) and say it probably wasn't very well sewn.*I wish the color scheme available had been different, as I'm always worried about someone accosting me about cultural appropriation when I'm using it.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AHMKCQGQEHK43NPO3RWF6D3N7ERQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AHMKCQGQEHK43NPO3RWF6D3N7ERQ"
"30","B01GTP417C","Five Stars","Andrew",2018-07-20,1,"
      Navy/ForestPackage Type: Standard Packaging",5,"Great company, well known product capability, and the color was true to picture!",NA,"https://www.amazon.com/gp/profile/amzn1.account.AEXQJ6ZKGJN2TA4QDQXK46MRLBNQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AEXQJ6ZKGJN2TA4QDQXK46MRLBNQ"
"31","B01GTP417C","Five Stars","Melinda Surett",2018-07-19,1,"
      Seafoam/GreyPackage Type: Standard Packaging",5,"kids loved it while camping, awesome hammock",NA,"https://www.amazon.com/gp/profile/amzn1.account.AEGFE4ZGWPVSRR7SDEHO4AWY7WIQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AEGFE4ZGWPVSRR7SDEHO4AWY7WIQ"
"32","B01GTP417C","Five Stars","Dawnmama",2018-07-19,1,"
      Seafoam/GreyPackage Type: Standard Packaging",5,"The best! So comfortable!",NA,"https://www.amazon.com/gp/profile/amzn1.account.AHWZT5WRN37SJXTOOHZQRD6G7N6A/ref=cm_cr_arp_d_pdp?ie=UTF8","AHWZT5WRN37SJXTOOHZQRD6G7N6A"
"33","B01GTP417C","Three Stars","Kal",2018-07-18,1,"
      Orange/GreyPackage Type: Standard Packaging",3,"it became very hot in a warm night, it should be on the description.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AE6SSS53CS7NMCYULK4DJDZUU2EQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AE6SSS53CS7NMCYULK4DJDZUU2EQ"
"34","B01GTP417C","Hammock Ripped","Brianna K",2018-07-15,1,"
      Seafoam/GreyPackage Type: Standard Packaging",1,"Have loved ENO products and was so excited for the hammock, but have only had two months and it ripped while using it.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AF2DZRKQT2OFGDY4DIYSJHLBG7WA/ref=cm_cr_arp_d_pdp?ie=UTF8","AF2DZRKQT2OFGDY4DIYSJHLBG7WA"
"35","B01GTP417C","Wrong color but good hammock","michael edwards",2018-07-14,1,"
      *Red/CharcoalPackage Type: Standard Packaging",3,"I understand that the pattern may change depending on available fabric... But when I ordered a red/charcoal hammock I wasn't expecting to get a rastafari color",NA,"https://www.amazon.com/gp/profile/amzn1.account.AGEVSJEFOODUHXEKSRFCMEA2QWNQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AGEVSJEFOODUHXEKSRFCMEA2QWNQ"
"36","B01GTP417C","Seems very durable and quite lightweight.","Gary P.",2018-07-13,1,"
      Khaki/OlivePackage Type: Standard Packaging",5,"I’ve only been able to use it a handful of times,but so far my wife and I love it. We both sat on it and we are at the designed weight limit and it held us just fine.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AFZH6V6HCZ3ITZPDENIX5K7NZ4KQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AFZH6V6HCZ3ITZPDENIX5K7NZ4KQ"
"37","B01GTP417C","Three Stars","Kyle",2018-07-12,1,"
      Black/MaroonPackage Type: Standard Packaging",3,"Comfy! Kind of weird it doesn't come with straps or a fly.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AFYZXAG3HU6Y3JDBODPQFAVMHBWA/ref=cm_cr_arp_d_pdp?ie=UTF8","AFYZXAG3HU6Y3JDBODPQFAVMHBWA"
"38","B01GTP417C","These hammocks are great, for college","Jeanne Marie Mirabella",2018-07-11,1,"
      Seafoam/GreyPackage Type: Standard Packaging",5,"These hammocks are great, for college, for kids, for just hanging out.Our family has many.One note:Seafoam as it is pictured in the photo is NOT the color the seafoam hammock is.It is almost a forest green.All of the other colors we have purchased have appeared in real life as they do in the photos, but not this one.Just FYI.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AFIMSIYHLTTECHWVMDCM4UOCTSGA/ref=cm_cr_arp_d_pdp?ie=UTF8","AFIMSIYHLTTECHWVMDCM4UOCTSGA"
"39","B01GTP417C","Love!","kels",2018-07-10,1,"
      Black/YellowPackage Type: Standard Packaging",5,"This thing has lasted years!! So comfy & easy to transport!",NA,"https://www.amazon.com/gp/profile/amzn1.account.AHM4EEKPGRCPEKJDD4LYXPAEYFTQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AHM4EEKPGRCPEKJDD4LYXPAEYFTQ"
"40","B01GTP417C","sturdy, comfortable","Mark Bush",2018-07-10,1,"
      Black/BlackPackage Type: Standard Packaging",5,"Why didn't I think of this???!!!  Simple, sturdy, comfortable, affordable, easily compacts and very light.  What else do want in a hammock?",NA,"https://www.amazon.com/gp/profile/amzn1.account.AHZKY5TPU4BAWWJQJ7CTCOBAJQCQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AHZKY5TPU4BAWWJQJ7CTCOBAJQCQ"
"41","B01GTP417C","Quick to mail","Heather",2018-07-10,1,"
      Purple/TealPackage Type: Standard Packaging",5,"Quality product",NA,"https://www.amazon.com/gp/profile/amzn1.account.AGANDGAI6LUSFKJ52XYYIEEPTWFQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AGANDGAI6LUSFKJ52XYYIEEPTWFQ"
"42","B01GTP417C","Five Stars","shellb",2018-07-09,1,"
      Aqua/RedPackage Type: Standard Packaging",5,"A fantastic gift idea!!!",NA,"https://www.amazon.com/gp/profile/amzn1.account.AG4LFZAEO5Q4FXNXZSHDUKKX3I5A/ref=cm_cr_arp_d_pdp?ie=UTF8","AG4LFZAEO5Q4FXNXZSHDUKKX3I5A"
"43","B01GTP417C","Not a great setup. You become encapsulated in the product","MightyMizzou",2018-07-08,1,"
      Grey/Green/BluePackage Type: Standard Packaging",2,"Not a great setup.  You become encapsulated in the product.  Not bad for a sleeping hammock, but you can't straighten out.  If you try diagonal sleeping the pressure from the sides presses on your feet.  I'll keep my tent.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AGHU4THAVABIHIHULS2PMQNNM6IQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AGHU4THAVABIHIHULS2PMQNNM6IQ"
"44","B01GTP417C","Love this hammock","My",2018-07-07,1,"
      Retro-Tri ColorPackage Type: Frustration-Free Packaging",5,"Super good quality hammock! The colors are super bright too",NA,"https://www.amazon.com/gp/profile/amzn1.account.AFIWFWW5W2N4PFHPWX5NOPL3CVPQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AFIWFWW5W2N4PFHPWX5NOPL3CVPQ"
"45","B01GTP417C","Don't trust the weight capacity,  probably perfectly safe for one average size person.","Amazon Customer",2018-07-06,1,"
      *Red/CharcoalPackage Type: Frustration-Free Packaging",1,"I am a very large man but well under the 400lb capacity of the double nest and it blew completely out dumping me on the ground the second time I used it.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AGNZMJUKEX77MZKBOPTJZOSQ2T4A/ref=cm_cr_arp_d_pdp?ie=UTF8","AGNZMJUKEX77MZKBOPTJZOSQ2T4A"
"46","B01GTP417C","This is so comfortable that I almost fell asleep just by sitting down","Edward Craig",2018-07-06,0,"
      Royal/EmeraldPackage Type: Frustration-Free Packaging",5,"This is so comfortable that I almost fell asleep just by sitting down.  I would Highly recommend it to everyone.!!!",NA,"https://www.amazon.com/gp/profile/amzn1.account.AG226G4F4ZA4KC7H5ENI23EMPHAQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AG226G4F4ZA4KC7H5ENI23EMPHAQ"
"47","B01GTP417C","Three Stars","Penny Mead",2018-07-06,1,"
      Navy/RoyalPackage Type: Standard Packaging",3,"GOOD",NA,"https://www.amazon.com/gp/profile/amzn1.account.AE3SKNJNM6V27AYQSYN5KMKFASHQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AE3SKNJNM6V27AYQSYN5KMKFASHQ"
"48","B01GTP417C","Best beach investment","jason",2018-07-05,1,"
      Forest/CharcoalPackage Type: Frustration-Free Packaging",5,"The best, I’ve had for 2 years  already , and is still in great shape . You will be the envy of the beach !",NA,"https://www.amazon.com/gp/profile/amzn1.account.AFBJP53U2YJARSVWCXOQ46V5GU4Q/ref=cm_cr_arp_d_pdp?ie=UTF8","AFBJP53U2YJARSVWCXOQ46V5GU4Q"
"49","B01GTP417C","Split Down the Middle","KD Nelson",2018-07-04,1,"
      Olive/OlivePackage Type: Standard Packaging",3,"Comfortable but split in the middle of the night.  I am trying to figure out how to get a replacement.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AGAILGTQVQUNJOSSYSECFFLHON4A/ref=cm_cr_arp_d_pdp?ie=UTF8","AGAILGTQVQUNJOSSYSECFFLHON4A"
"50","B01GTP417C","Four Stars","Amazon Customer",2018-07-03,1,"
      Yellow/Teal/PurplePackage Type: Standard Packaging",4,"Would have been nice if they included the straps for the hammock instead of having to buy separate.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AGTGY6Z22UTTRSCJFKGY6G3273YQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AGTGY6Z22UTTRSCJFKGY6G3273YQ"
"51","B01GTP417C","Great hammock","Dorian O",2018-06-30,1,"
      Khaki/Grey/OlivePackage Type: Standard Packaging",5,"Amazing hammock. I got drunk as shit at a music festival and somehow did not fall out",NA,"https://www.amazon.com/gp/profile/amzn1.account.AE53F3W77GMSHXDDSJL6UNUDDR3Q/ref=cm_cr_arp_d_pdp?ie=UTF8","AE53F3W77GMSHXDDSJL6UNUDDR3Q"
"52","B01GTP417C","Five Stars","Doris",2018-06-29,1,"
      *Red/CharcoalPackage Type: Frustration-Free Packaging",5,"This was a gift and the person was thrilled to get it.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AECMLISAJUCV55W4TE653SPF45JQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AECMLISAJUCV55W4TE653SPF45JQ"
"53","B01GTP417C","Love!!!","Claire",2018-06-26,1,"
      RastaPackage Type: Standard Packaging",5,"Love love love!! Eno hammocks are the best! My husband and I both have one and we just one for our sons! They Love it!!",NA,"https://www.amazon.com/gp/profile/amzn1.account.AHQJR4E4XOGLPW35IBO7PH4DO3GA/ref=cm_cr_arp_d_pdp?ie=UTF8","AHQJR4E4XOGLPW35IBO7PH4DO3GA"
"54","B01GTP417C","Would buy agian","Jacob",2018-06-25,0,"
      Charcoal/RoyalPackage Type: Standard Packaging",5,"Nicest hammock I have used.  Bought it for long trips flying on military aircraft, and it held up to the vibration and everything well.  Seems like it will hold up good overtime.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AHOITDJUM7PVNHKWKN3Y7SBHEIRQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AHOITDJUM7PVNHKWKN3Y7SBHEIRQ"
"55","B01GTP417C","Great quality","Amazon Customer",2018-06-24,1,"
      Powder Blue/Orange/KhakiPackage Type: Frustration-Free Packaging",5,"Love the eno brand hammock...great quality product!",NA,"https://www.amazon.com/gp/profile/amzn1.account.AGYKMOR5HWFYOIMS7I4HRCSY53MQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AGYKMOR5HWFYOIMS7I4HRCSY53MQ"
"56","B01GTP417C","Out of all three sizes, I'd buy the double again","Alesia Nettesheim",2018-06-23,1,"
      Khaki/Grey/OlivePackage Type: Standard Packaging",5,"I have been fortunate enough to own all three sizes of ENO's hammocks (single, double, double deluxe). Hands down the best size of the three is the double. It is roomy enough to sit in across the width of the hammock, but not too roomy that when you sleep/lay in it you feel like you are drowning in fabric. If you only want one ENO buy the double.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AF3NPVJFSWBT67WKOJKFZTPUEGFQ/ref=cm_cr_arp_d_pdp?ie=UTF8","AF3NPVJFSWBT67WKOJKFZTPUEGFQ"
"57","B01GTP417C","the double nest is perfect to wrap around you and keep mosquitos out","Doug Braun",2018-06-19,1,"
      Rasta Limited EditionPackage Type: Standard Packaging",5,"awesome product",NA,"https://www.amazon.com/gp/profile/amzn1.account.AGWH6CJEKVYJ3KZLEO56354TJYFA/ref=cm_cr_arp_d_pdp?ie=UTF8","AGWH6CJEKVYJ3KZLEO56354TJYFA"
"58","B01GTP417C","Excellent Hammock","Ryan Burch",2018-06-18,1,"
      Black/YellowPackage Type: Standard Packaging",5,"Awesome hammock that sets up in minutes. Easy to get in and out of, high quality fabric, and sturdy stiching",NA,"https://www.amazon.com/gp/profile/amzn1.account.AHREQPNV6TKTFKNELJOVUT2MPCTA/ref=cm_cr_arp_d_pdp?ie=UTF8","AHREQPNV6TKTFKNELJOVUT2MPCTA"
"59","B01GTP417C","Deceiving Post","lynn culver",2018-06-17,1,"
      Retro-Tri ColorPackage Type: Frustration-Free Packaging",1,"I’m very upset about this purchase. I bought it for my daughter-in-law for a birthday gift. And unless she read tiny tiny print and look at all the pictures it doesn’t say it comes without straps. The picture looks like it comes with carabiners and if you look at the pictures it’s hanging on a tree with straps. Now I either have to figure out how to buy all that stuff to go with it or just return it.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AEGVL3FOUPEFDLPWE2DZOFYVAA2A/ref=cm_cr_arp_d_pdp?ie=UTF8","AEGVL3FOUPEFDLPWE2DZOFYVAA2A"
"60","B01GTP417C","Overpriced","Amazon Customer",2018-06-17,0,"
      Seafoam/GreyPackage Type: Standard Packaging",1,"All these hammocks come out of the same few factories in China.  The only difference is the name, the straps, and the price.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AH3WFYOL3R4SIMSBCQTHFUL75Q6Q/ref=cm_cr_arp_d_pdp?ie=UTF8","AH3WFYOL3R4SIMSBCQTHFUL75Q6Q"
"61","B01GTP417C","Faulty cords—extreme falling danger","scubadaddy",2018-06-16,0,"
      Purple/TealPackage Type: Frustration-Free Packaging",1,"One minute all was bliss. My wife and I were snuggling in to our double nest  above sharp rocks 4 feet below. With no warning at all the cable came loose from the hammock and we crashed to the ground getting bruises on our backs and hips. I set stunned for a minute thinking about all the times I have used my Eno hammock high in  trees and hanging over precipices.  Our combined weight is 100 pounds less than the product rating So that should not have been a factor.There’s no way to check the cord  for defects because it’s hidden inside the fabric. My cord did not break. It simply came loose. I’m guessing they just tied it with some kind of invincible knot up in the fabric.Before when I saw these things stacked six and eight high I thought it was cool but now it scares me to death to think about that. Sad to say, Do not trust your life to this product.",NA,"https://www.amazon.com/gp/profile/amzn1.account.AEKHC3AMSAQFSZIW2GLCIDOW2ZPA/ref=cm_cr_arp_d_pdp?ie=UTF8","AEKHC3AMSAQFSZIW2GLCIDOW2ZPA"
"62","B01GTP417C","Five Stars","Kaitlyn and Maxs Mom",2018-06-15,0,"
      Purple/TealPackage Type: Frustration-Free Packaging",5,"Awesome",NA,"https://www.amazon.com/gp/profile/amzn1.account.AHW4Z6JHMCJ4ZDWUTVZWLQMTETLA/ref=cm_cr_arp_d_pdp?ie=UTF8","AHW4Z6JHMCJ4ZDWUTVZWLQMTETLA"
